WARNING: 4 open meshes merged
     Merged: wing
     Merged: htail
     Merged: MeshGeom
     Merged: MeshGeom
...Mass Properties...
18 Num Comps
18 Total Num Meshes
10758 Total Num Tris

2.172810193989515e+01             Total Mass
4.544271029839425e+00 -1.155872342967578e-03 4.195877100331465e-01       Center of Gravity
1.173886731951790e+02 8.732246559533979e+01 1.924439637355410e+02       Ixx, Iyy, Izz
3.940094224848920e-02 8.633086502331154e-01 9.975395002937887e-02       Ixy, Ixz, Iyz
2.172810193989515e+01             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
2.280261516370238e+00	2.865196690276013e+00	1.761296410366711e+00	-8.747050552174278e-03	2.030904356169340e-01	1.119423808412127e+01	1.635315604869257e+00	1.150805457970777e+01	-4.220770906452983e-03	1.944980548820034e-01	3.176765910775923e-03	2.865196690276013e+00
2.786986297785846e+00	4.117594633737302e+00	2.073267845123231e+00	-6.099878657163990e-03	2.505340122804703e-01	1.964264609254156e+01	3.012275880467417e+00	2.054713858528996e+01	9.010693627178913e-04	3.334346421329366e-01	1.021406209043232e-02	4.117594633737302e+00
3.293711079201454e+00	6.821246562805621e+00	2.556999619624113e+00	-3.681865457621232e-03	3.792338975805721e-01	4.272104912344873e+01	6.318726105993440e+00	4.547013374899650e+01	8.977125194717384e-03	9.790630590281519e-01	2.732157202270609e-02	6.821246562805621e+00
3.800435860617063e+00	9.841266215037146e+00	2.938576725866575e+00	-2.552000072830408e-03	4.406647785753394e-01	6.644610747096829e+01	1.043078434051294e+01	7.187914831297959e+01	1.416442457157759e-02	1.499106112681443e+00	4.367113516826726e-02	9.841266215037146e+00
4.307160642032671e+00	1.251723205952290e+01	3.231156091460973e+00	-2.006426978272686e-03	4.613917346164271e-01	8.368421737884910e+01	1.516859938015484e+01	9.254700618236974e+01	1.750100692750002e-02	1.777344297253092e+00	5.411010234272710e-02	1.251723205952290e+01
4.813885423448279e+00	1.464137853387394e+01	3.460775790358501e+00	-1.715337940305110e-03	4.627585829241180e-01	9.492868602347663e+01	2.040389703388269e+01	1.078816052651641e+02	1.976433236971762e-02	1.803379952296606e+00	6.286920086572270e-02	1.464137853387394e+01
5.320610204863888e+00	1.621123302683052e+01	3.640877415381986e+00	-1.549228985602575e-03	4.542617418613611e-01	1.026406920534529e+02	2.585541407698270e+01	1.201185779530710e+02	2.231533714336093e-02	1.571425075408714e+00	7.150917483737906e-02	1.621123302683052e+01
5.827334986279497e+00	1.736259656486325e+01	3.785867683121173e+00	-1.446495171600617e-03	4.415045545628153e-01	1.081160484533780e+02	3.141681162251610e+01	1.304341286162935e+02	2.344342556601118e-02	1.118933489842729e+00	7.789870443831151e-02	1.736259656486325e+01
6.334059767695105e+00	1.831729930164334e+01	3.918680163657857e+00	-1.371103440738661e-03	4.283337011450804e-01	1.117085793910531e+02	3.763700947010868e+01	1.396607095148496e+02	2.418584169359922e-02	5.356463671186228e-01	8.368131829697580e-02	1.831729930164334e+01
6.840784549110713e+00	1.914443905089001e+01	4.044930333862959e+00	-1.311864611481273e-03	4.146782981885546e-01	1.137066929064712e+02	4.468403741279666e+01	1.482153847296858e+02	2.546718786758292e-02	-1.955725207758336e-01	8.911535737955099e-02	1.914443905089001e+01
7.347509330526321e+00	1.980579253487694e+01	4.155209794871102e+00	-1.268058930401131e-03	4.022216120937075e-01	1.144646511969288e+02	5.187264826044828e+01	1.558005520540847e+02	2.831692069577219e-02	-9.832305323190594e-01	9.521954114294498e-02	1.980579253487694e+01
7.854234111941930e+00	2.032131897557286e+01	4.249049414362309e+00	-1.235889861662621e-03	3.945319911632973e-01	1.146256844098708e+02	5.888707248662828e+01	1.627520926410324e+02	3.095369518664436e-02	-1.546677761422124e+00	9.812546241689794e-02	2.032131897557286e+01
8.360958893357539e+00	2.086961299358181e+01	4.357078986861843e+00	-1.203420116379089e-03	3.982387667911667e-01	1.149572042603176e+02	6.811742289085457e+01	1.719657004267138e+02	3.411737393906418e-02	-1.237087990062634e+00	9.880695349221852e-02	2.086961299358181e+01
8.867683674773147e+00	2.137586948841609e+01	4.463906122952028e+00	-1.174918854698903e-03	4.115227965253929e-01	1.160347055146637e+02	7.856608504735620e+01	1.827609565806749e+02	3.738307114811072e-02	1.322343755135526e-02	9.941839232023930e-02	2.137586948841609e+01
9.374408456188755e+00	2.169546368138325e+01	4.536242352004407e+00	-1.157611216167463e-03	4.192561258179038e-01	1.171686313323297e+02	8.638811764543641e+01	1.912927688024585e+02	3.919501559513201e-02	8.248684098073465e-01	9.974622705240163e-02	2.169546368138325e+01
9.881133237604365e+00	2.172810193989513e+01	4.544271029839432e+00	-1.155872342968414e-03	4.195877100331472e-01	1.173886731951794e+02	8.732246559533920e+01	1.924439637355413e+02	3.940094224851309e-02	8.633086502330827e-01	9.975395002937615e-02	2.172810193989513e+01
